--------------- DW_2000Q_6 ---------------
    0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59  energy num_oc. chain_b.
42   0  1  1  0  0  0  1  0  0  0  0  0  1  1  0  0  0  0  1  1  1  1  1  1  0  1  0  0  0  0  1  0  1  1  1  0  0  0  0  1  0  0  1  1  1  1  0  1  1  0  1  0  1  1  0  1  1  1  0  0 -458.75       1 0.016667
80   0  1  1  0  1  0  1  0  0  0  0  0  1  1  0  0  1  0  1  1  1  1  1  1  0  1  1  1  0  0  0  0  0  0  1  0  0  1  0  1  0  0  1  1  0  0  0  1  0  0  0  0  0  1  0  0  1  1  1  1 -458.75       1 0.033333
98   0  0  0  0  1  0  1  1  0  1  1  0  1  0  0  1  0  1  1  1  1  0  1  0  1  1  0  1  1  0  1  1  0  0  1  0  0  0  0  0  1  0  1  0  0  0  0  1  1  0  1  0  0  1  0  1  1  1  1  0 -458.75       1 0.033333
153  0  1  1  0  0  0  0  1  0  0  1  0  1  0  1  0  1  0  0  1  1  1  1  1  1  1  0  1  0  0  1  1  0  1  1  0  0  0  0  1  0  0  1  1  0  1  0  1  0  0  0  1  0  0  0  1  1  1  0  1 -458.75       1     0.05
180  0  0  0  0  0  1  0  0  0  0  0  0  1  1  1  1  1  1  1  1  1  1  1  0  0  1  0  0  1  0  0  1  1  0  1  0  0  0  0  1  0  0  1  1  1  1  0  1  1  0  1  0  1  0  0  1  1  1  0  0 -458.75       1 0.066667
206  0  0  0  0  0  0  0  0  0  0  1  0  1  1  1  1  1  1  1  1  1  1  1  0  1  1  1  0  0  0  1  1  0  0  1  0  0  0  0  1  1  1  1  0  0  0  1  1  1  1  0  0  0  1  0  1  1  1  1  0 -458.75       1 0.066667
252  0  1  0  0  0  0  1  0  0  0  1  0  1  0  0  0  1  0  1  1  1  1  1  1  0  1  0  0  0  0  1  1  1  0  1  0  0  0  0  1  0  1  1  1  1  1  0  1  0  1  0  0  1  0  0  1  1  1  1  0 -458.75       1 0.066667
291  0  0  1  1  0  0  1  0  0  0  1  0  1  1  0  0  1  1  0  1  1  1  1  0  0  1  1  0  0  0  0  1  0  1  0  0  0  0  0  1  0  0  1  1  1  1  0  1  1  0  0  1  1  1  0  0  1  1  1  0 -458.75       1 0.083333
320  0  1  0  0  0  0  0  1  0  0  1  0  1  1  1  0  0  0  1  1  1  1  1  0  0  1  0  1  1  0  1  1  1  0  0  0  0  0  0  1  1  0  1  1  1  1  0  1  1  0  1  0  0  1  0  1  1  1  1  0 -458.75       1      0.1
359  0  1  0  0  0  0  0  0  0  0  1  0  1  1  0  0  1  0  0  1  1  1  1  0  1  1  1  1  1  0  1  1  0  1  0  0  0  0  0  1  0  1  1  0  0  1  0  1  0  0  0  1  0  1  0  1  1  1  1  1 -458.75       1      0.1
10   0  0  0  0  0  0  1  1  0  0  1  1  1  1  1  0  1  0  1  1  1  1  0  0  1  1  0  1  0  0  0  1  1  1  0  0  0  0  0  1  0  1  1  1  1  0  0  1  1  1  1  0  0  0  1  1  1  1  1  0  -458.0       1      0.0
29   0  1  0  0  0  0  0  1  0  0  1  0  1  1  0  0  1  1  1  1  1  1  1  0  0  0  1  1  0  0  0  1  1  1  0  0  0  0  0  1  1  1  1  0  0  0  0  0  1  0  0  0  0  1  1  1  0  1  1  1  -458.0       1 0.016667
51   0  0  0  0  0  0  0  1  0  0  1  0  1  0  1  0  0  0  1  1  1  1  1  1  0  1  0  1  1  0  0  0  1  1  1  0  0  0  0  1  1  1  1  1  1  0  0  1  0  1  1  0  0  0  0  1  1  1  1  1  -458.0       1 0.016667
96   0  1  0  0  1  0  1  1  1  0  1  0  1  0  1  0  1  0  1  1  1  1  1  1  0  1  1  0  0  0  1  0  0  1  0  0  0  0  0  1  0  1  1  1  1  1  0  1  0  1  0  0  0  0  0  1  0  1  1  0  -458.0       1 0.033333
102  0  1  0  0  1  0  1  0  0  0  0  0  1  1  0  0  1  0  1  1  1  1  1  0  1  1  1  0  1  0  1  1  0  0  0  0  0  0  0  1  1  1  1  1  1  1  0  1  1  0  1  0  1  1  0  1  1  0  1  0  -458.0       1 0.033333
125  0  1  0  0  1  0  0  0  0  0  0  0  1  0  0  1  1  0  1  1  1  1  1  0  1  1  1  0  1  0  1  1  0  0  0  0  0  0  0  1  0  1  1  1  0  1  0  1  1  1  1  0  0  0  0  1  1  1  1  1  -458.0       1 0.033333
208  0  0  0  0  0  0  0  1  0  0  1  0  1  0  1  0  1  1  1  1  1  1  1  0  1  1  1  0  0  0  0  1  0  1  1  0  0  0  0  1  0  1  1  1  1  1  1  1  1  0  0  0  0  0  0  1  1  1  1  0  -458.0       1 0.066667
217  0  0  1  0  0  0  0  1  0  0  1  0  1  0  0  1  1  0  1  1  1  1  1  1  0  1  0  1  0  0  0  1  1  1  1  0  0  0  0  0  0  0  1  0  1  0  0  1  1  0  0  0  1  1  0  1  1  1  1  0  -458.0       1 0.066667
329  0  1  0  0  0  0  1  0  0  0  1  0  1  1  1  1  0  1  1  1  1  1  1  0  0  1  1  0  1  0  0  1  0  0  0  0  0  0  0  1  0  1  1  1  0  0  0  1  1  0  1  1  0  1  0  1  1  1  1  0  -458.0       1 0.083333
11   1  0  0  1  0  0  0  0  0  0  1  1  1  0  0  1  1  1  1  0  1  0  0  0  1  1  1  1  0  0  1  0  0  1  1  1  0  0  0  1  0  1  1  0  1  0  1  1  0  0  0  1  0  1  1  1  1  1  1  0 -457.75       1      0.0
12   0  0  0  0  1  0  0  0  0  1  0  0  1  1  0  1  1  1  1  1  1  1  1  1  0  1  0  0  0  0  1  1  0  0  1  0  0  1  0  1  1  1  1  0  0  1  1  1  1  0  1  0  1  0  0  0  1  0  0  0 -457.75       1      0.0
58   0  1  1  0  0  0  0  1  0  0  1  0  1  0  1  0  0  0  1  0  1  0  1  1  0  1  0  1  1  1  0  1  1  1  0  0  0  0  0  1  0  1  0  1  1  1  1  1  0  1  1  0  0  0  1  1  0  1  1  1 -457.75       1 0.016667
138  0  0  0  0  0  0  0  0  0  0  1  0  1  0  1  1  1  0  1  1  1  1  1  0  0  1  0  0  0  0  1  1  1  0  1  0  0  0  0  1  0  0  1  1  1  0  0  1  1  1  1  0  0  1  0  1  1  1  1  1 -457.75       1     0.05
203  0  0  0  0  0  0  0  0  1  0  1  0  0  1  0  0  0  0  1  1  0  1  1  1  0  1  0  0  0  0  1  1  1  0  0  0  0  0  0  1  1  1  1  1  1  1  0  1  1  0  1  0  1  1  0  1  1  1  0  0 -457.75       1 0.033333
220  0  1  0  1  1  1  0  0  0  0  1  0  1  1  0  1  1  1  1  1  1  1  1  0  0  1  0  1  0  0  1  1  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  1  1  0  1  0  1  1  0  1  1  1  1  0 -457.75       1 0.066667
346  0  0  0  0  0  1  0  0  0  0  1  0  1  0  1  1  1  0  1  1  1  1  1  0  0  1  1  1  1  0  1  1  1  0  0  0  0  0  0  1  1  1  1  0  0  0  0  1  1  1  1  0  0  1  0  1  1  1  1  0 -457.75       1 0.083333
