--------------- DW_2000Q_6 ---------------
     0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59  energy num_oc. chain_b.
336  0  1  0  1  1  1  0  0  1  1  1  1  1  0  0  1  0  0  0  0  1  0  1  1  1  0  1  1  1  0  0  0  0  0  0  1  0  1  0  1  1  0  0  0  1  1  0  0  1  1  1  0  0  1  1  0  1  1  1  1  -964.0       1     0.15
394  0  1  1  1  0  1  1  0  0  1  1  1  1  0  0  1  0  0  0  0  1  0  1  1  0  0  1  0  0  0  0  0  0  1  0  1  0  1  0  1  1  0  0  0  1  1  0  0  1  1  1  1  0  0  1  0  1  1  1  1  -964.0       1 0.183333
11   1  1  0  1  0  1  0  0  0  1  1  1  1  0  0  1  0  0  1  1  0  1  1  1  1  0  1  0  0  0  0  0  0  1  1  0  0  0  1  1  1  0  0  0  1  1  0  0  1  1  1  0  0  1  1  0  0  1  1  1 -963.75       1 0.016667
19   0  1  0  1  0  1  0  0  1  1  1  0  1  0  0  1  0  0  0  0  1  0  1  1  1  0  1  1  0  0  1  0  0  1  1  1  0  0  0  1  1  0  0  0  1  1  0  1  1  1  1  1  0  0  1  0  0  1  1  1 -963.75       1 0.033333
58   1  1  0  0  1  0  0  1  1  1  0  0  0  1  1  0  1  0  0  1  0  1  0  1  0  1  1  1  1  0  0  1  1  0  0  1  1  0  1  0  1  1  1  1  0  1  0  1  0  0  0  1  0  0  1  1  0  0  0  1 -963.75       1     0.05
408  1  0  0  0  1  0  0  1  1  0  1  1  1  1  1  0  1  0  0  1  0  1  0  1  0  1  1  1  1  1  0  1  1  0  0  1  0  0  1  0  0  1  1  0  0  0  0  1  0  1  0  0  0  1  0  1  0  0  0  1 -963.75       1 0.166667
23   0  1  1  1  0  1  1  0  1  1  1  1  1  0  0  1  0  0  1  0  1  1  1  1  1  0  1  1  0  0  0  0  0  1  0  0  0  1  0  1  1  0  0  0  1  1  0  0  1  0  1  0  0  1  1  0  1  1  1  0  -963.0       1     0.05
143  1  0  1  0  1  1  0  1  0  0  0  1  1  1  1  0  1  0  1  0  0  1  0  1  0  1  0  1  1  1  0  1  1  0  0  0  1  0  1  0  0  1  1  0  0  1  0  1  0  0  0  1  0  0  0  0  0  1  0  1  -963.0       1      0.1
211  0  1  1  1  0  1  1  0  1  1  1  1  1  0  0  1  0  1  0  0  1  0  1  1  0  0  0  0  0  0  1  0  0  1  1  1  0  1  0  1  1  0  0  0  1  1  0  0  1  0  1  1  0  0  1  0  1  0  1  0  -963.0       1 0.133333
223  0  1  1  1  0  1  1  0  1  1  1  1  1  0  0  1  0  0  0  0  1  0  1  1  0  0  1  0  1  0  1  0  0  0  0  1  0  1  0  1  1  0  0  0  1  1  0  0  1  1  1  1  0  1  1  0  0  0  1  0  -963.0       1 0.116667
255  0  1  1  1  0  1  1  0  0  1  1  1  1  0  1  1  0  0  0  0  1  1  1  0  1  0  1  0  0  0  1  0  0  0  1  1  1  0  0  0  1  0  0  0  1  1  0  0  1  0  1  1  0  0  1  0  1  1  1  0  -963.0       1 0.133333
