0.0 0.002 0.0019979989989987483 2.0 [1, 0, 1, 0]
0.05263157894736842 0.618 0.02172905888436036 2.0 [1, 0, 1, 0]
0.10526315789473684 0.974 0.007116740827092135 2.0 [1, 0, 1, 0]
0.15789473684210525 0.988 0.004869496893930627 2.0 [1, 0, 1, 0]
0.21052631578947367 0.968 0.007870959280799264 2.0 [1, 0, 1, 0]
0.2631578947368421 0.962 0.008550555537507495 2.0 [1, 0, 1, 0]
0.3157894736842105 0.928 0.0115599307956406 2.0 [1, 0, 1, 0]
0.3684210526315789 0.91 0.012798437404620923 2.0 [1, 0, 1, 0]
0.42105263157894735 0.922 0.01199299795714149 2.0 [1, 0, 1, 0]
0.47368421052631576 0.864 0.01532997064576446 2.0 [1, 0, 1, 0]
0.5263157894736842 0.834 0.016639951923007473 2.0 [1, 0, 1, 0]
0.5789473684210527 0.84 0.01639512122553536 2.0 [1, 0, 1, 0]
0.631578947368421 0.812 0.017473179447370188 2.0 [1, 0, 1, 0]
0.6842105263157894 0.804 0.01775297158224504 2.0 [1, 0, 1, 0]
0.7368421052631579 0.762 0.01904499934365974 2.0 [1, 0, 1, 0]
0.7894736842105263 0.66 0.021184900282984576 2.0 [1, 0, 1, 0]
0.8421052631578947 0.73 0.019854470529329156 2.0 [1, 0, 1, 0]
0.894736842105263 0.692 0.020646355610615643 2.0 [1, 0, 1, 0]
0.9473684210526315 0.66 0.021184900282984576 2.0 [1, 0, 1, 0]
1.0 0.664 0.02112363605064242 2.0 [1, 0, 1, 0]
