--------------- DW_2000Q_6 ---------------
     0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59  energy num_oc. chain_b.
223  1  1  0  1  1  1  0  0  0  1  1  1  1  1  1  0  1  0  1  0  0  1  1  1  0  1  1  1  1  0  0  0  1  0  1  1  0  0  1  1  1  0  0  0  1  1  1  0  0  0  0  0  1  0  0  0  0  0  1  0 -684.75       1 0.066667
423  0  1  0  1  1  1  0  1  0  1  1  1  1  0  1  0  0  1  0  1  0  1  1  0  0  1  0  0  1  0  0  0  1  1  1  1  0  0  1  1  1  0  0  0  1  1  1  0  0  0  0  0  0  0  0  0  1  0  1  1 -684.75       1     0.15
27   0  0  0  1  0  0  1  1  0  1  1  1  0  0  1  0  1  1  1  1  1  0  0  1  1  1  1  1  1  0  0  0  1  1  0  0  0  1  1  1  1  1  0  0  0  0  1  0  0  1  0  0  0  1  0  0  0  0  1  1  -684.0       1      0.0
110  0  1  1  1  1  1  1  0  0  1  0  0  1  1  1  0  0  1  0  1  0  0  1  1  0  0  0  0  1  0  1  1  1  1  1  1  0  0  1  1  1  0  0  0  1  1  0  0  0  0  0  0  0  1  0  0  1  0  0  0  -684.0       1 0.033333
132  1  1  0  1  0  1  1  1  0  0  1  0  1  1  1  0  1  1  1  0  1  1  0  0  0  1  0  1  1  1  1  0  0  0  1  1  0  0  0  1  1  0  1  0  1  1  1  0  0  0  0  0  0  0  0  0  1  0  0  1  -684.0       1 0.033333
145  0  0  0  1  1  1  1  1  0  1  1  0  1  0  0  0  1  0  1  1  1  1  0  0  0  1  1  1  1  0  1  0  1  1  1  1  0  0  1  0  1  0  0  0  0  1  1  0  0  1  0  1  0  0  0  1  1  0  1  1  -684.0       1 0.033333
186  0  1  0  1  1  1  0  1  0  0  1  1  1  1  1  0  0  1  1  0  1  0  0  0  0  0  0  1  1  1  1  1  1  1  1  1  1  0  0  0  1  0  0  0  1  1  1  1  0  1  0  0  0  0  0  1  1  0  1  0  -684.0       1     0.05
28   0  1  1  0  1  1  0  1  1  0  0  1  0  0  1  0  0  1  1  1  1  0  1  1  1  0  1  1  1  0  1  1  0  0  1  1  1  0  0  1  1  0  0  0  0  1  1  1  0  1  0  0  0  0  0  1  1  0  0  0 -683.75       1      0.0
114  0  1  0  1  1  1  0  1  0  1  1  1  1  0  1  0  0  0  1  0  0  1  1  0  0  0  1  0  1  1  1  0  1  1  0  1  1  1  0  0  1  0  0  0  1  1  1  0  0  0  0  1  0  1  0  0  1  0  0  0 -683.75       1 0.033333
170  0  1  0  1  1  1  0  1  0  0  1  0  1  0  1  0  0  0  0  1  1  1  1  0  1  0  0  1  1  0  0  1  0  1  1  1  1  1  0  1  1  0  0  0  1  1  1  0  0  1  1  0  0  0  1  1  1  0  0  0 -683.75       1     0.05
213  0  1  0  1  0  1  0  1  0  1  1  0  1  0  0  0  1  1  0  0  1  1  1  0  0  1  0  0  1  0  0  0  1  0  1  1  0  1  1  1  1  1  0  0  1  1  1  0  0  0  0  1  0  0  0  0  1  0  0  0 -683.75       1 0.066667
393  1  1  0  1  1  1  0  0  0  1  1  0  1  1  0  0  1  1  1  1  0  1  1  0  0  1  0  1  1  0  1  0  1  0  1  1  0  0  1  1  0  0  0  1  0  1  1  0  0  0  0  1  0  0  1  0  0  0  0  0 -683.75       1 0.133333
29   0  1  0  1  1  1  0  1  0  1  0  0  0  0  1  0  1  0  1  1  1  1  1  0  0  0  0  0  1  0  1  1  0  1  1  1  1  0  0  1  1  0  0  0  1  1  1  0  0  0  0  0  0  0  0  1  1  0  1  0  -683.0       1      0.0
30   1  1  0  1  1  1  0  1  0  0  0  1  1  0  1  0  1  1  1  0  0  1  1  1  0  0  0  1  0  0  1  1  1  1  1  0  0  0  1  1  1  0  0  0  1  0  1  1  0  0  0  0  0  1  0  0  1  0  1  0  -683.0       1      0.0
31   0  1  1  1  1  0  1  1  0  1  1  1  0  0  1  0  1  0  1  1  0  1  0  1  0  0  0  1  0  0  0  0  1  1  1  0  1  0  1  0  1  0  0  0  1  0  1  0  0  0  0  0  0  1  1  0  1  0  1  0  -683.0       1      0.0
