--------------- DW_2000Q_6 ---------------
    0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59  energy num_oc. chain_b.
6    0  1  0  0  1  0  1  0  0  1  0  1  1  0  1  1  0  1  0  0  0  1  1  0  1  1  0  0  1  0  0  0  1  0  0  1  1  1  1  1  1  1  1  0  0  1  1  1  0  0  0  1  0  0  0  1  1  1  1  1  -446.0       1      0.0
62   0  1  0  1  1  0  0  0  0  1  1  1  1  1  1  0  0  0  0  1  0  0  0  0  0  1  0  1  1  1  1  0  0  1  0  1  1  1  1  0  0  0  1  0  1  1  1  1  1  0  0  0  0  1  0  1  1  0  1  0  -446.0       1 0.016667
235  0  1  0  0  1  0  0  0  1  1  0  0  1  0  1  1  0  1  0  0  0  1  0  1  0  1  0  1  1  0  0  0  1  0  1  1  1  1  0  1  1  1  1  0  0  0  1  1  0  0  1  0  1  0  0  1  1  0  1  1  -446.0       1     0.05
257  1  1  0  0  1  0  0  0  0  0  0  0  1  0  1  1  0  1  0  1  0  1  0  1  0  1  0  1  1  1  0  1  0  0  1  1  1  1  1  1  0  0  1  0  1  1  0  0  0  0  1  0  1  1  0  1  1  1  0  0  -446.0       1     0.05
283  0  1  0  0  1  0  0  0  0  0  0  0  1  0  1  1  1  1  0  1  0  1  1  1  0  0  0  0  1  1  0  1  1  0  0  1  1  1  1  1  0  0  1  0  0  0  1  1  0  0  1  0  0  1  0  1  1  1  1  1  -446.0       1     0.05
7    1  1  0  0  1  0  1  0  0  0  1  1  1  0  1  1  0  0  0  0  0  0  0  1  0  1  0  0  1  0  1  1  0  0  0  1  1  1  1  1  0  0  1  0  0  1  0  0  1  1  1  1  0  1  0  1  1  0  1  0 -445.75       1      0.0
70   0  0  0  0  1  0  0  1  0  0  0  0  1  0  1  1  0  1  0  0  0  1  0  1  0  1  1  0  1  0  0  1  1  1  1  1  1  1  1  1  0  1  1  0  1  1  0  1  1  0  1  1  1  0  0  0  1  0  0  0  -445.0       1 0.016667
71   0  1  0  0  1  0  0  0  0  0  0  0  1  0  1  0  1  1  0  0  0  1  0  1  0  1  1  0  1  1  1  1  1  1  0  1  0  1  1  1  0  1  1  0  0  1  1  0  1  1  1  1  0  1  0  1  1  0  1  0  -445.0       1 0.016667
268  1  1  0  0  1  0  0  0  1  0  1  0  1  0  1  0  0  0  0  1  0  1  0  0  0  1  0  1  1  0  0  0  1  0  1  1  1  1  1  1  0  1  1  0  0  1  0  1  1  0  1  0  1  0  0  1  1  0  1  1  -445.0       1     0.05
389  0  1  0  0  1  0  0  0  1  1  1  0  1  0  1  1  0  1  0  0  0  1  0  1  0  0  1  0  1  0  0  1  1  1  1  1  1  1  0  1  0  1  0  1  0  0  1  1  0  0  0  0  1  0  0  1  1  0  1  1  -445.0       1 0.083333
10   0  1  0  0  1  0  0  0  1  1  0  0  1  0  1  1  0  1  0  0  0  1  1  1  1  1  0  0  1  0  0  0  1  0  1  0  1  1  0  0  1  0  1  0  0  1  1  1  1  0  1  0  1  0  0  1  1  1  1  1 -444.75       1      0.0
11   1  0  0  1  1  0  0  1  1  0  0  0  1  0  1  0  0  1  1  0  0  1  1  1  0  0  0  0  1  1  0  1  1  0  0  1  0  1  1  1  0  1  1  1  1  0  1  0  0  0  1  0  1  1  0  0  1  1  1  0 -444.75       1      0.0
99   1  0  0  0  0  0  1  1  0  1  0  0  1  0  1  0  1  0  1  0  0  0  0  0  1  1  1  1  1  1  1  0  1  0  1  1  0  1  1  0  0  1  1  1  0  1  0  0  1  1  1  1  0  0  0  0  0  1  1  1 -444.75       1 0.016667
102  0  1  0  0  1  0  0  0  0  1  1  1  1  0  1  0  0  1  1  0  0  1  1  1  0  1  0  0  1  0  0  1  0  1  1  1  1  1  0  1  1  1  1  0  1  0  1  1  0  0  1  0  0  0  0  0  1  0  1  1 -444.75       1 0.016667
267  0  1  0  0  1  0  0  0  0  1  1  1  1  0  1  0  0  1  0  0  0  1  0  0  0  0  1  1  1  0  0  1  1  0  0  1  0  1  1  1  0  1  0  1  1  1  0  0  0  1  1  1  1  1  0  1  1  1  0  1 -444.75       1     0.05
12   1  0  0  1  0  0  0  1  0  0  0  1  1  0  1  1  0  0  0  1  0  1  1  1  0  0  0  1  0  1  0  1  0  1  1  1  1  0  1  0  0  0  1  0  1  1  0  1  1  0  1  0  1  1  1  0  1  1  0  0  -444.0       1      0.0
13   1  1  0  0  1  0  1  0  1  0  1  0  1  0  1  1  0  1  0  0  0  1  0  1  0  0  1  1  1  1  0  1  0  0  0  1  1  1  1  1  0  0  1  0  0  1  0  0  1  0  1  0  1  1  0  1  1  0  0  0  -444.0       1      0.0
87   0  1  0  1  1  0  0  0  0  1  1  0  1  0  1  1  0  0  0  1  1  1  0  1  0  0  0  1  1  0  1  0  1  0  0  1  1  1  1  1  0  0  1  0  1  0  1  1  1  0  0  0  1  1  0  1  1  0  0  0  -444.0       1 0.016667
14   0  1  0  0  1  0  0  0  0  0  0  0  1  0  1  1  0  1  0  0  0  1  0  0  0  1  0  1  1  0  0  1  1  0  1  0  1  1  1  0  1  1  1  0  1  1  1  1  0  0  1  0  1  0  0  1  1  1  0  1 -443.75       1      0.0
15   0  1  0  0  1  0  0  0  0  0  0  0  1  1  1  1  0  0  0  1  0  1  0  0  0  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  0  1  1  0  0  1  0  1  1  0  1  0  1  1  0  1  1  0  1  0 -443.75       1      0.0
